CNAE,Descrição Receita Federal,MCC,Descrição MCC2,,,,
2832-1/00,Fabricação de equipamentos para irrigação agrícola, peças e acessórios,5599,Venda de Veículos Recreativos e Maquinários,,,,
2833-0/00,Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação,5599,Venda de Veículos Recreativos e Maquinários,,,,
2840-2/00,Fabricação de máquinas-ferramenta, peças e acessórios,5046,Atacadistas e Distribuidores de Máquinas e Equipamentos para Estabelecimentos Comerciais,,,,
2851-8/00,Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios,5046,Atacadistas e Distribuidores de Máquinas e Equipamentos para Estabelecimentos Comerciais,,,,
2852-6/00,Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo,5046,Atacadistas e Distribuidores de Máquinas e Equipamentos para Estabelecimentos Comerciais,,,,
2853-4/00,Fabricação de tratores, peças e acessórios, exceto agrícolas,5599,Venda de Veículos Recreativos e Maquinários,,,,
2854-2/00,Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores,5599,Venda de Veículos Recreativos e Maquinários,,,,
2861-5/00,Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta,5046,Atacadistas e Distribuidores de Máquinas e Equipamentos para Estabelecimentos Comerciais,,,,
2862-3/00,Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios,5046,Atacadistas e Distribuidores de Máquinas e Equipamentos para Estabelecimentos Comerciais,,,,
2863-1/00,Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios,5046,Atacadistas e Distribuidores de Máquinas e Equipamentos para Estabelecimentos Comerciais,,,,
2864-0/00,Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios,5046,Atacadistas e Distribuidores de Máquinas e Equipamentos para Estabelecimentos Comerciais,,,,
2865-8/00,Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios,5046,Atacadistas e Distribuidores de Máquinas e Equipamentos para Estabelecimentos Comerciais,,,,
2866-6/00,Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios,5046,Atacadistas e Distribuidores de Máquinas e Equipamentos para Estabelecimentos Comerciais,,,,
2869-1/00,Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios,5046,Atacadistas e Distribuidores de Máquinas e Equipamentos para Estabelecimentos Comerciais,,,,
2910-7/01,Fabricação de automóveis, camionetas e utilitários,5511,Venda de Carros e Caminhões (novos e usados),,,,
2910-7/02,Fabricação de chassis com motor para automóveis, camionetas e utilitários,5013,Atacadistas e Distribuidores de Acessórios de Veículos,,,,
2910-7/03,Fabricação de motores para automóveis, camionetas e utilitários,5013,Atacadistas e Distribuidores de Acessórios de Veículos,,,,
2920-4/01,Fabricação de caminhões e ônibus,5511,Venda de Carros e Caminhões (novos e usados),,,,
2920-4/02,Fabricação de motores para caminhões e ônibus,5013,Atacadistas e Distribuidores de Acessórios de Veículos,,,,
2930-1/01,Fabricação de cabines, carrocerias e reboques para caminhões,5599,Venda de Veículos Recreativos e Maquinários,,,,
2930-1/02,Fabricação de carrocerias para ônibus,5013,Atacadistas e Distribuidores de Acessórios de Veículos,,,,
2930-1/03,Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus,5599,Venda de Veículos Recreativos e Maquinários,,,,
2941-7/00,Fabricação de peças e acessórios para o sistema motor de veículos automotores,5013,Atacadistas e Distribuidores de Acessórios de Veículos,,,,
2942-5/00,Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores,5013,Atacadistas e Distribuidores de Acessórios de Veículos,,,,
2943-3/00,Fabricação de peças e acessórios para o sistema de freios de veículos automotores,5013,Atacadistas e Distribuidores de Acessórios de Veículos,,,,
2944-1/00,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,5013,Atacadistas e Distribuidores de Acessórios de Veículos,,,,
2945-0/00,Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias,5013,Atacadistas e Distribuidores de Acessórios de Veículos,,,,
2949-2/01,Fabricação de bancos e estofados para veículos automotores,5013,Atacadistas e Distribuidores de Acessórios de Veículos,,,,
2949-2/99,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,5013,Atacadistas e Distribuidores de Acessórios de Veículos,,,,
2950-6/00,Recondicionamento e recuperação de motores para veículos automotores,7538,Oficinas Automotivas,,,,
3011-3/01,Construção de embarcações de grande porte,5099,Atacadistas e Distribuidores de Mercadorias Duráveis,,,,
3011-3/02,Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte,5099,Atacadistas e Distribuidores de Mercadorias Duráveis,,,,
3012-1/00,Construção de embarcações para esporte e lazer,5099,Atacadistas e Distribuidores de Mercadorias Duráveis,,,,
3031-8/00,Fabricação de locomotivas, vagões e outros materiais rodantes,5599,Venda de Veículos Recreativos e Maquinários,,,,
3032-6/00,Fabricação de peças e acessórios para veículos ferroviários,5599,Venda de Veículos Recreativos e Maquinários,,,,
3041-5/00,Fabricação de aeronaves,5599,Venda de Veículos Recreativos e Maquinários,,,,
3042-3/00,Fabricação de turbinas, motores e outros componentes e peças para aeronaves,5599,Venda de Veículos Recreativos e Maquinários,,,,
3050-4/00,Fabricação de veículos militares de combate,5599,Venda de Veículos Recreativos e Maquinários,,,,
3091-1/00,Fabricação de motocicletas, peças e acessórios,5571,Venda de Motocicletas,,,,
3091-1/01,Fabricação de motocicletas,5099,Atacadistas e Distribuidores de Mercadorias Duráveis,,,,
3091-1/02,Fabricação de peças e acessórios para motocicletas,5085,Atacadistas e Distribuidores de Suprimentos Industriais,,,,
3092-0/00,Fabricação de bicicletas e triciclos não-motorizados, peças e acessórios,5099,Atacadistas e Distribuidores de Mercadorias Duráveis,,,,
3099-7/00,Fabricação de equipamentos de transporte não especificados anteriormente,5599,Venda de Veículos Recreativos e Maquinários,,,,
3101-2/00,Fabricação de móveis com predominância de madeira,5021,MÓVEIS COMERCIAIS E DE ESCRITÓRIO                   ,,,,
3102-1/00,Fabricação de móveis com predominância de metal,5021,MÓVEIS COMERCIAIS E DE ESCRITÓRIO                   ,,,,
3103-9/00,Fabricação de móveis de outros materiais, exceto madeira e metal,5021,MÓVEIS COMERCIAIS E DE ESCRITÓRIO                   ,,,,
3104-7/00,Fabricação de colchões,5712,Moveis, Mobílias e Decorações,,,,
3211-6/01,Lapidação de gemas,5094,Atacadistas e Distribuidores de Jóias, Relógios e Pedras Preciosas,,,,
3211-6/02,Fabricação de artefatos de joalheria e ourivesaria,5094,Atacadistas e Distribuidores de Jóias, Relógios e Pedras Preciosas,,,,
3211-6/03,Cunhagem de moedas e medalhas,5094,Atacadistas e Distribuidores de Jóias, Relógios e Pedras Preciosas,,,,
3212-4/00,Fabricação de bijuterias e artefatos semelhantes,5094,Atacadistas e Distribuidores de Jóias, Relógios e Pedras Preciosas,,,,
3220-5/00,Fabricação de instrumentos musicais, peças e acessórios,5099,Atacadistas e Distribuidores de Mercadorias Duráveis,,,,
3230-2/00,Fabricação de artefatos para pesca e esporte,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
3240-0/01,Fabricação de jogos eletrônicos,5099,Atacadistas e Distribuidores de Mercadorias Duráveis,,,,
3240-0/02,Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação,5099,Atacadistas e Distribuidores de Mercadorias Duráveis,,,,
3240-0/03,Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação,5099,Atacadistas e Distribuidores de Mercadorias Duráveis,,,,
3240-0/99,Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente,5099,Atacadistas e Distribuidores de Mercadorias Duráveis,,,,
3250-7/01,Fabricação de instrumentos não-eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório,5047,Atacadistas e Distribuidores de Equipamentos Hospitalares, Médico e Oftalmico,,,,
3250-7/02,Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório,5047,Atacadistas e Distribuidores de Equipamentos Hospitalares, Médico e Oftalmico,,,,
3250-7/03,Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda,5047,Atacadistas e Distribuidores de Equipamentos Hospitalares, Médico e Oftalmico,,,,
3250-7/04,Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda,5047,Atacadistas e Distribuidores de Equipamentos Hospitalares, Médico e Oftalmico,,,,
3250-7/05,Fabricação de materiais para medicina e odontologia,5047,Atacadistas e Distribuidores de Equipamentos Hospitalares, Médico e Oftalmico,,,,
3250-7/06,Serviços de prótese dentária,8021,Dentistas e Ortodontistas (Clínicas e Consultórios),,,,
3250-7/07,Fabricação de artigos ópticos,5047,Atacadistas e Distribuidores de Equipamentos Hospitalares, Médico e Oftalmico,,,,
3250-7/08,Fabricação de artefatos de tecido não tecido para uso odonto-médico-hospitalar,5131,Atacadistas e Distribuidores de Tecidos e Produtos de Armarinho,,,,
3250-7/09,Serviço de laboratório óptico,8071,Laboratórios Médicos e Odontológicos,,,,
3291-4/00,Fabricação de escovas, pincéis e vassouras,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
3292-2/01,Fabricação de roupas de proteção e segurança e resistentes a fogo,5137,Atacadistas e Distribuidores de Roupas (Uniformes Comerciais, Escolares e Esportivos),,,,
3292-2/02,Fabricação de equipamentos e acessórios para segurança pessoal e profissional,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
3299-0/01,Fabricação de guarda-chuvas e similares,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
3299-0/02,Fabricação de canetas, lápis e outros artigos para escritório,5111,Atacadistas e Distribuidores de Papelaria e Suprimentos para Escritório,,,,
3299-0/03,Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos,2791,COMPOSIÇÃO TIPOGRÁFICA, GRAVAÇÃO DE CHAPAS FLEXOGRÁFICAS E SERVIÇOS RELACIONADOS     ,,,,
3299-0/04,Fabricação de painéis e letreiros luminosos,5065,Atacadistas e Distribuidores de Partes Elétricas e Eletrônicas,,,,
3299-0/05,Fabricação de aviamentos para costura,5131,Atacadistas e Distribuidores de Tecidos e Produtos de Armarinho,,,,
3299-0/06,Fabricação de velas, inclusive decorativas,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
3299-0/99,Fabricação de produtos diversos não especificados anteriormente,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
3311-2/00,Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos,7699,Consertos diversos,,,,
3312-1/02,Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle,7699,Consertos diversos,,,,
3312-1/03,Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,7699,Consertos diversos,,,,
3312-1/04,Manutenção e reparação de equipamentos e instrumentos ópticos,7699,Consertos diversos,,,,
3313-9/01,Manutenção e reparação de geradores, transformadores e motores elétricos,7699,Consertos diversos,,,,
3313-9/02,Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos,7699,Consertos diversos,,,,
3313-9/99,Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente,7699,Consertos diversos,,,,
3314-7/01,Manutenção e reparação de máquinas motrizes não-elétricas,7699,Consertos diversos,,,,
3314-7/02,Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas,7699,Consertos diversos,,,,
3314-7/03,Manutenção e reparação de válvulas industriais,7699,Consertos diversos,,,,
3314-7/04,Manutenção e reparação de compressores,7699,Consertos diversos,,,,
3314-7/05,Manutenção e reparação de equipamentos de transmissão para fins industriais,7699,Consertos diversos,,,,
3314-7/06,Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas,7699,Consertos diversos,,,,
3314-7/07,Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,7699,Consertos diversos,,,,
3314-7/08,Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas,7699,Consertos diversos,,,,
3314-7/09,Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não-eletrônicos para escritório,7699,Consertos diversos,,,,
3314-7/10,Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente,7699,Consertos diversos,,,,
3314-7/11,Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária,7699,Consertos diversos,,,,
3314-7/12,Manutenção e reparação de tratores agrícolas,7699,Consertos diversos,,,,
3314-7/13,Manutenção e reparação de máquinas-ferramenta,7699,Consertos diversos,,,,
3314-7/14,Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo,7699,Consertos diversos,,,,
3314-7/15,Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo,7699,Consertos diversos,,,,
3314-7/16,Manutenção e reparação de tratores, exceto agrícolas,7699,Consertos diversos,,,,
3314-7/17,Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores,7699,Consertos diversos,,,,
3314-7/18,Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta,7699,Consertos diversos,,,,
3314-7/19,Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo,7699,Consertos diversos,,,,
3314-7/20,Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados,7699,Consertos diversos,,,,
3314-7/21,Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos,7699,Consertos diversos,,,,
3314-7/22,Manutenção e reparação de máquinas e aparelhos para a indústria do plástico,7699,Consertos diversos,,,,
3314-7/99,Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente,7699,Consertos diversos,,,,
3315-5/00,Manutenção e reparação de veículos ferroviários,7699,Consertos diversos,,,,
3316-3/01,Manutenção e reparação de aeronaves, exceto a manutenção na pista,7699,Consertos diversos,,,,
3316-3/02,Manutenção de aeronaves na pista,7699,Consertos diversos,,,,
3317-1/01,Manutenção e reparação de embarcações e estruturas flutuantes,4468,MARINAS, SERVIÇOS/MATERIAIS NÁUTICOS                  ,,,,
3317-1/02,Manutenção e reparação de embarcações para esporte e lazer,4468,MARINAS, SERVIÇOS/MATERIAIS NÁUTICOS                  ,,,,
3319-8/00,Manutenção e reparação de equipamentos e produtos não especificados anteriormente,7699,Consertos diversos,,,,
3321-0/00,Instalação de máquinas e equipamentos industriais,7399,Gerenciamento de Escritórios,,,,
3329-5/01,Serviços de montagem de móveis de qualquer material,7299,OUTROS SERVIÇOS (NÃO CLASSIFICADOS EM OUTRA CATEGORIA)          ,,,,
3329-5/99,Instalação de outros equipamentos não especificados anteriormente,7299,OUTROS SERVIÇOS (NÃO CLASSIFICADOS EM OUTRA CATEGORIA)          ,,,,
3511-5/00,Geração de energia elétrica,4900,Servicos de Água, Luz, Gas, Tratamento de Lixo e Outros,,,,
3511-5/01,Geração de energia elétrica,4900,Servicos de Água, Luz, Gas, Tratamento de Lixo e Outros,,,,
3511-5/02,Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica,4900,Servicos de Água, Luz, Gas, Tratamento de Lixo e Outros,,,,
3512-3/00,Transmissão de energia elétrica,4900,Servicos de Água, Luz, Gas, Tratamento de Lixo e Outros,,,,
3513-1/00,Comércio atacadista de energia elétrica,4900,Servicos de Água, Luz, Gas, Tratamento de Lixo e Outros,,,,
3514-0/00,Distribuição de energia elétrica,4900,Servicos de Água, Luz, Gas, Tratamento de Lixo e Outros,,,,
3520-4/01,Produção de gás; processamento de gás natural,4900,Servicos de Água, Luz, Gas, Tratamento de Lixo e Outros,,,,
3520-4/02,Distribuição de combustíveis gasosos por redes urbanas,4900,Servicos de Água, Luz, Gas, Tratamento de Lixo e Outros,,,,
3530-1/00,Produção e distribuição de vapor, água quente e ar condicionado,1711,Encanadores ou Serviços de Aquecimento e Ar Condicionado,,,,
3600-6/01,Captação, tratamento e distribuição de água,4900,Servicos de Água, Luz, Gas, Tratamento de Lixo e Outros,,,,
3600-6/02,Distribuição de água por caminhões,4900,Servicos de Água, Luz, Gas, Tratamento de Lixo e Outros,,,,
3701-1/00,Gestão de redes de esgoto,4900,Servicos de Água, Luz, Gas, Tratamento de Lixo e Outros,,,,
3702-9/00,Atividades relacionadas a esgoto, exceto a gestão de redes,4900,Servicos de Água, Luz, Gas, Tratamento de Lixo e Outros,,,,
3811-4/00,Coleta de resíduos não-perigosos,4900,Servicos de Água, Luz, Gas, Tratamento de Lixo e Outros,,,,
3812-2/00,Coleta de resíduos perigosos,4900,Servicos de Água, Luz, Gas, Tratamento de Lixo e Outros,,,,
3821-1/00,Tratamento e disposição de resíduos não-perigosos,4900,Servicos de Água, Luz, Gas, Tratamento de Lixo e Outros,,,,
3822-0/00,Tratamento e disposição de resíduos perigosos,4900,Servicos de Água, Luz, Gas, Tratamento de Lixo e Outros,,,,
3831-9/01,Recuperação de sucatas de alumínio,5935,Desmanche de Automóveis,,,,
3831-9/99,Recuperação de materiais metálicos, exceto alumínio,5935,Desmanche de Automóveis,,,,
3832-7/00,Recuperação de materiais plásticos,7399,Gerenciamento de Escritórios,,,,
3839-4/01,Usinas de compostagem,7399,Gerenciamento de Escritórios,,,,
3839-4/99,Recuperação de materiais não especificados anteriormente,7399,Gerenciamento de Escritórios,,,,
3900-5/00,Descontaminação e outros serviços de gestão de resíduos,4900,Servicos de Água, Luz, Gas, Tratamento de Lixo e Outros,,,,
4110-7/00,Incorporação de empreendimentos imobiliários,1520,Empreiteiros (Residencial e Comercial),,,,
4120-4/00,Construção de edifícios,1520,Empreiteiros (Residencial e Comercial),,,,
4211-1/01,Construção de rodovias e ferrovias,1771,Colocação de Concretagem e Pavimentação,,,,
4211-1/02,Pintura para sinalização em pistas rodoviárias e aeroportos,1520,Empreiteiros (Residencial e Comercial),,,,
4212-0/00,Construção de obras-de-arte especiais,5971,Galerias de Arte,,,,
4213-8/00,Obras de urbanização - ruas, praças e calçadas,1771,Colocação de Concretagem e Pavimentação,,,,
4221-9/01,Construção de barragens e represas para geração de energia elétrica,8911,Arquitetura / Engenharia,,,,
4221-9/02,Construção de estações e redes de distribuição de energia elétrica,8911,Arquitetura / Engenharia,,,,
4221-9/03,Manutenção de redes de distribuição de energia elétrica,4900,Servicos de Água, Luz, Gas, Tratamento de Lixo e Outros,,,,
4221-9/04,Construção de estações e redes de telecomunicações,8911,Arquitetura / Engenharia,,,,
4221-9/05,Manutenção de estações e redes de telecomunicações,1731,Eletricistas e Serviços Elétricos,,,,
4222-7/01,Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação,1520,Empreiteiros (Residencial e Comercial),,,,
4222-7/02,Obras de irrigação,1520,Empreiteiros (Residencial e Comercial),,,,
4223-5/00,Construção de redes de transportes por dutos, exceto para água e esgoto,1520,Empreiteiros (Residencial e Comercial),,,,
4291-0/00,Obras portuárias, marítimas e fluviais,1520,Empreiteiros (Residencial e Comercial),,,,
4292-8/01,Montagem de estruturas metálicas,8911,Arquitetura / Engenharia,,,,
4292-8/02,Obras de montagem industrial,1520,Empreiteiros (Residencial e Comercial),,,,
4299-5/01,Construção de instalações esportivas e recreativas,1799,Demais Serviços de Reforma e Construção Não- Classificados,,,,
4299-5/99,Outras obras de engenharia civil não especificadas anteriormente,1799,Demais Serviços de Reforma e Construção Não- Classificados,,,,
4311-8/01,Demolição de edifícios e outras estruturas,1520,Empreiteiros (Residencial e Comercial),,,,
4311-8/02,Preparação de canteiro e limpeza de terreno,1771,Colocação de Concretagem e Pavimentação,,,,
4312-6/00,Perfurações e sondagens,8911,Arquitetura / Engenharia,,,,
4313-4/00,Obras de terraplenagem,8911,Arquitetura / Engenharia,,,,
4319-3/00,Serviços de preparação do terreno não especificados anteriormente,8911,Arquitetura / Engenharia,,,,
4321-5/00,Instalação e manutenção elétrica,1731,Eletricistas e Serviços Elétricos,,,,
4322-3/01,Instalações hidráulicas, sanitárias e de gás,1711,Encanadores ou Serviços de Aquecimento e Ar Condicionado,,,,
4322-3/02,Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração,1711,Encanadores ou Serviços de Aquecimento e Ar Condicionado,,,,
4322-3/03,Instalações de sistema de prevenção contra incêndio,1711,Encanadores ou Serviços de Aquecimento e Ar Condicionado,,,,
4329-1/01,Instalação de painéis publicitários,7299,OUTROS SERVIÇOS (NÃO CLASSIFICADOS EM OUTRA CATEGORIA)          ,,,,
4329-1/02,Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre,8911,Arquitetura / Engenharia,,,,
4329-1/03,Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes,7699,Consertos diversos,,,,
4329-1/04,Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos,1731,Eletricistas e Serviços Elétricos,,,,
4329-1/05,Tratamentos térmicos, acústicos ou de vibração,1740,Pedreiros e Serviços de instalação de Pedras, Ladrilhos, Tijolos, Forros e Isolamento,,,,
4329-1/99,Outras obras de instalações em construções não especificadas anteriormente,1799,Demais Serviços de Reforma e Construção Não- Classificados,,,,
4330-4/01,Impermeabilização em obras de engenharia civil,1799,Demais Serviços de Reforma e Construção Não- Classificados,,,,
4330-4/02,Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material,1750,CARPINTEIROS                          ,,,,
4330-4/03,Obras de acabamento em gesso e estuque,1740,Pedreiros e Serviços de instalação de Pedras, Ladrilhos, Tijolos, Forros e Isolamento,,,,
4330-4/04,Serviços de pintura de edifícios em geral,1761,Colocação de Telhas, Beirais e Trabalhos de Folha Metal,,,,
4330-4/05,Aplicação de revestimentos e de resinas em interiores e exteriores,1740,Pedreiros e Serviços de instalação de Pedras, Ladrilhos, Tijolos, Forros e Isolamento,,,,
4330-4/99,Outras obras de acabamento da construção,1799,Demais Serviços de Reforma e Construção Não- Classificados,,,,
4391-6/00,Obras de fundações,1771,Colocação de Concretagem e Pavimentação,,,,
4399-1/01,Administração de obras,1520,Empreiteiros (Residencial e Comercial),,,,
4399-1/02,Montagem e desmontagem de andaimes e outras estruturas temporárias,1799,Demais Serviços de Reforma e Construção Não- Classificados,,,,
4399-1/03,Obras de alvenaria,1740,Pedreiros e Serviços de instalação de Pedras, Ladrilhos, Tijolos, Forros e Isolamento,,,,
4399-1/04,Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras,7299,OUTROS SERVIÇOS (NÃO CLASSIFICADOS EM OUTRA CATEGORIA)          ,,,,
4399-1/05,Perfuração e construção de poços de água,1799,Demais Serviços de Reforma e Construção Não- Classificados,,,,
4399-1/99,Serviços especializados para construção não especificados anteriormente,1520,Empreiteiros (Residencial e Comercial),,,,
4511-1/01,Comércio a varejo de automóveis, camionetas e utilitários novos,5511,Venda de Carros e Caminhões (novos e usados),,,,
4511-1/02,Comércio a varejo de automóveis, camionetas e utilitários usados,5521,Venda de Carros Usados,,,,
4511-1/03,Comércio por atacado de automóveis, camionetas e utilitários novos e usados,5511,Venda de Carros e Caminhões (novos e usados),,,,
4511-1/04,Comércio por atacado de caminhões novos e usados,5511,Venda de Carros e Caminhões (novos e usados),,,,
4511-1/05,Comércio por atacado de reboques e semi-reboques novos e usados,5511,Venda de Carros e Caminhões (novos e usados),,,,
4511-1/06,Comércio por atacado de ônibus e microônibus novos e usados,5511,Venda de Carros e Caminhões (novos e usados),,,,
4512-9/01,Representantes comerciais e agentes do comércio de veículos automotores,5511,Venda de Carros e Caminhões (novos e usados),,,,
4512-9/02,Comércio sob consignação de veículos automotores,5511,Venda de Carros e Caminhões (novos e usados),,,,
4520-0/01,Serviços de manutenção e reparação mecânica de veículos automotores,7538,Oficinas Automotivas,,,,
4520-0/02,Serviços de lanternagem ou funilaria e pintura de veículos automotores,7531,Funilaria e Pintura Automotiva,,,,
4520-0/03,Serviços de manutenção e reparação elétrica de veículos automotores,7538,Oficinas Automotivas,,,,
4520-0/04,Serviços de alinhamento e balanceamento de veículos automotores,7538,Oficinas Automotivas,,,,
4520-0/05,Serviços de lavagem, lubrificação e polimento de veículos automotores,7542,Lava Rapido,,,,
4520-0/06,Serviços de borracharia para veículos automotores,7534,Borracharia,,,,
4520-0/07,Serviços de instalação, manutenção e reparação de acessórios para veículos automotores,5533,Peças e Acessórios Automotivos,,,,
4520-0/08,Serviços de capotaria,5533,Peças e Acessórios Automotivos,,,,
4530-7/01,Comércio por atacado de peças e acessórios novos para veículos automotores,5013,Atacadistas e Distribuidores de Acessórios de Veículos,,,,
4530-7/02,Comércio por atacado de pneumáticos e câmaras-de-ar,5013,Atacadistas e Distribuidores de Acessórios de Veículos,,,,
4530-7/03,Comércio a varejo de peças e acessórios novos para veículos automotores,5533,Peças e Acessórios Automotivos,,,,
4530-7/04,Comércio a varejo de peças e acessórios usados para veículos automotores,5533,Peças e Acessórios Automotivos,,,,
4530-7/05,Comércio a varejo de pneumáticos e câmaras-de-ar,5532,Lojas de Pneus,,,,
4530-7/06,Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores,5013,Atacadistas e Distribuidores de Acessórios de Veículos,,,,
4541-2/01,Comércio por atacado de motocicletas e motonetas,5571,Venda de Motocicletas,,,,
4541-2/02,Comércio por atacado de peças e acessórios para motocicletas e motonetas,5013,Atacadistas e Distribuidores de Acessórios de Veículos,,,,
4541-2/03,Comércio a varejo de motocicletas e motonetas novas,5571,Venda de Motocicletas,,,,
4541-2/04,Comércio a varejo de motocicletas e motonetas usadas,5571,Venda de Motocicletas,,,,
4541-2/05,Comércio a varejo de peças e acessórios para motocicletas e motonetas,5571,Venda de Motocicletas,,,,
4542-1/01,Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios,5571,Venda de Motocicletas,,,,
4542-1/02,Comércio sob consignação de motocicletas e motonetas,5571,Venda de Motocicletas,,,,
4543-9/00,Manutenção e reparação de motocicletas e motonetas,7538,Oficinas Automotivas,,,,
4611-7/00,Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos,763,Cooperativas Agrícolas,,,,
4612-5/00,Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos,5169,Atacadistas e Distribuidores de Produtos Quimicos e Semelhantes,,,,
4613-3/00,Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens,5039,Atacadistas e Distribuidores de Materiais de Construção,,,,
4614-1/00,Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves,5599,Venda de Veículos Recreativos e Maquinários,,,,
4615-0/00,Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico,5099,Atacadistas e Distribuidores de Mercadorias Duráveis,,,,
4616-8/00,Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem,5699,Roupas Especiais e Acessórios,,,,
4617-6/00,Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo,5199,Atacadistas e Distribuidores de Mercadorias Não Duráveis,,,,
4618-4/01,Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria,5122,Atacadistas e Distribuidores para Drogarias e Farmácias,,,,
4618-4/02,Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares,5047,Atacadistas e Distribuidores de Equipamentos Hospitalares, Médico e Oftalmico,,,,
4618-4/03,Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações,5192,Atacadistas e Distribuidores de Livros, Periódicos e Jornais,,,,
4618-4/99,Outros representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente,5399,Artigos para a Casa,,,,
